0;x;1;1;0;10;5.10.2018;11:47:7
0;x;1;1;0;10;5.10.2018;11:47:17
0;x;1;1;0;10;5.10.2018;11:47:27
0;x;1;1;0;10;5.10.2018;11:47:37
0;x;1;1;0;10;5.10.2018;11:47:47
0;x;1;1;0;10;5.10.2018;11:47:57
0;x;1;1;0;10;5.10.2018;11:48:7
0;x;1;1;0;10;5.10.2018;11:48:17
0;x;1;1;0;10;5.10.2018;11:48:27
0;x;1;1;0;10;5.10.2018;11:48:37
0;x;1;1;0;10;5.10.2018;11:48:47
0;x;1;1;0;10;5.10.2018;11:48:57
0;x;1;1;0;10;5.10.2018;11:49:7
0;x;1;1;0;10;5.10.2018;11:49:17
0;x;1;1;0;10;5.10.2018;11:49:27
0;x;1;1;0;10;5.10.2018;11:49:37
0;x;1;1;0;10;5.10.2018;11:49:47
0;x;1;1;0;10;5.10.2018;11:49:57
0;x;1;1;0;10;5.10.2018;11:50:7
0;x;1;1;0;10;5.10.2018;11:50:17
0;x;1;1;0;10;5.10.2018;11:50:27
0;x;1;1;0;10;5.10.2018;11:50:37
0;x;1;1;0;10;5.10.2018;11:50:47
0;x;1;1;0;10;5.10.2018;11:50:57
0;x;1;1;0;10;5.10.2018;11:51:7
0;x;1;3;0;10;5.10.2018;11:51:17
0;x;1;4;0;10;5.10.2018;11:51:27
0;x;1;3;0;10;5.10.2018;11:51:37
0;x;1;3;0;10;5.10.2018;11:51:47
0;x;1;3;0;10;5.10.2018;11:51:57
0;x;1;3;0;10;5.10.2018;11:52:7
0;x;1;3;0;10;5.10.2018;11:52:17
0;x;1;3;0;10;5.10.2018;11:52:27
0;x;1;3;0;10;5.10.2018;11:52:37
0;x;1;3;0;10;5.10.2018;11:52:47
0;x;1;3;0;10;5.10.2018;11:52:57
0;x;1;3;0;5;5.10.2018;11:53:7
0;x;1;3;0;10;5.10.2018;11:53:17
0;x;1;3;0;10;5.10.2018;11:53:27
0;x;1;3;0;10;5.10.2018;11:53:37
0;x;1;3;0;10;5.10.2018;11:53:47
0;x;1;3;0;10;5.10.2018;11:53:57
0;x;1;3;0;10;5.10.2018;11:54:7
0;x;1;3;0;10;5.10.2018;11:54:17
0;x;1;3;0;10;5.10.2018;11:54:27
0;x;1;3;0;10;5.10.2018;11:54:37
0;x;1;3;0;10;5.10.2018;11:54:47
0;x;1;3;0;10;5.10.2018;11:54:57
0;x;1;3;0;10;5.10.2018;11:55:7
0;x;1;4;0;10;5.10.2018;11:55:17
0;x;1;3;0;10;5.10.2018;11:55:27
0;x;1;4;0;10;5.10.2018;11:55:37
0;x;1;4;0;10;5.10.2018;11:55:47
0;x;1;4;0;10;5.10.2018;11:55:57
0;x;1;4;0;10;5.10.2018;11:56:7
0;x;1;4;0;10;5.10.2018;11:56:17
0;x;1;4;0;10;5.10.2018;11:56:27
0;x;1;4;0;10;5.10.2018;11:56:37
0;x;1;4;0;10;5.10.2018;11:56:47
0;x;1;4;0;10;5.10.2018;11:56:57
0;x;1;4;0;10;5.10.2018;11:57:7
0;x;1;4;0;10;5.10.2018;11:57:17
0;x;1;4;0;10;5.10.2018;11:57:27
0;x;1;4;0;10;5.10.2018;11:57:37
0;x;1;4;0;10;5.10.2018;11:57:47
0;x;1;4;0;10;5.10.2018;11:57:57
0;x;1;4;0;10;5.10.2018;11:58:7
